centers_latitude,centers_longitude
40.7174845862584,-73.98935882808821
33.44969472443301,-112.00256309983916
41.878164547478406,-87.62982710147185
33.446828092976624,-111.90253316837602
38.88610691488046,-77.04819943136073
37.686017626172365,-122.40905969058612
37.78608129133564,-122.42389025911206
33.768093404116925,-84.39337919529437
42.3629793130329,-71.07447328375903
47.6064012884944,-122.33204020212654
33.357166690884405,-111.82247998341624
34.064978390568754,-118.26547835472107
44.97769676931425,-93.26803824334303
36.11722275654821,-115.17118076175403
30.267265080765355,-97.74301837147084
39.95214463544053,-75.16362052658629
40.76946326482607,-73.83786060145177
32.98103799191494,-117.07827224773314
34.033593772369166,-118.43659122548848
39.73504691357897,-104.98846199668517
28.543021660599123,-81.37655310719285
32.803120685044775,-96.76982401051944
34.12886630190464,-118.3523977511818
43.04080324202834,-87.9132222462788
25.787086104201528,-80.21512757233921
-6.212296265130904,106.84363532227688
29.762314817710735,-95.38287383406626
32.710764095303446,-117.15292473445574
37.34452178806101,-121.90955324767509
45.52279313176581,-122.6756360701562
37.39611473721397,-122.09348129724619
33.81696462369994,-117.89369495186592
33.67523501694324,-117.85445502716857
43.65319998629104,-79.38281306250435
32.22173092053982,-110.92650161239506
27.949413848474993,-82.46499284018513
33.92203533117723,-118.414390270794
39.99655410450941,-83.000453261519
39.28720200503957,-76.61351476359495
40.78316410631235,-74.17765775487584
34.16098647661008,-118.23366669468186
39.7682497661983,-86.157874787395
35.22764200860481,-80.84329943782379
39.09978112055143,-94.5840773756067
37.805351753040384,-122.26857948860992
40.43910726243777,-79.99605588406368
47.64278376013182,-122.17086582976705
40.86495314253158,-73.87676335224003
33.8112753636213,-118.14433436758206
34.18802174624126,-118.44628740743654
40.70810766811349,-73.60195713639456
26.108543424509275,-80.15858241255329
38.873931853674854,-77.23862973427397
34.12729464340832,-118.1218127596415
37.54212573532515,-122.29799142536638
51.503055423520586,-0.12711340069686125
35.77120291409377,-78.63726343743234
38.645707327783526,-90.22532122134412
29.424454017342832,-98.49356525959303
33.55813446164565,-112.2106655784677
40.88578052945591,-74.09722661294622
44.95932364155669,-93.11861293700149
41.49071927410316,-81.70694802041854
29.96496100541675,-90.07902678710873
39.00187332313546,-77.13052320159161
38.581508770415596,-121.49611318773636
34.07004551686374,-118.02395712702904
37.543018407279945,-77.46848411229062
38.97418066869669,-77.39011287466559
39.12985701733853,-84.50209924871686
40.72016747499988,-74.28098993349761
40.98332818229142,-73.76209106197963
49.24385232490108,-123.10989283866448
36.08637504906921,-86.64899637249121
40.014985599999676,-105.2705455999982
34.197993649932535,-118.55318908582909
41.598188196316265,-93.64960080954944
36.16404678493124,-86.780511554383
44.922021687379434,-93.41744606008218
33.898487623211686,-118.0622589607297
42.48795110494798,-83.16273537571169
40.62657626426402,-74.23758781966968
44.88389786024042,-93.32287599849326
41.25308449113099,-95.99939357874764
40.498139698452235,-74.42731142260068
30.332392423993692,-81.65513004829774
42.8916081401546,-78.8749223040306
42.056124188280975,-87.80509397437493
40.60616709262169,-74.13300750282521
37.69221335253926,-122.09601520476204
33.96681156444444,-84.56645507841304
33.57530567396178,-117.7102196453673
40.758834337006306,-111.8930983468754
41.07945526925638,-73.4972620269425
43.07295935049853,-89.40065759418528
32.931425475879244,-97.07179496264696
42.33533397072772,-83.04467962064228
34.011355508289746,-117.92150530090264
26.005051984048166,-80.20559812401362
33.48264908726,-112.36477658464311
33.0107579460598,-96.70174637285483
32.82164593145873,-97.09243612513163
37.90278177707242,-122.0575567398578
32.86068570899466,-96.99697832469042
40.79223348345189,-74.40513864163648
43.16340673448236,-77.61379946097959
42.06953285656959,-88.01598658065737
42.95873733345561,-85.66739385246817
43.05227984401519,-76.14526076961255
38.989341767903596,-94.67539320445277
35.14939059165125,-90.04833169146598
34.050803740828584,-117.69619577337343
45.505802551593526,-73.55907444840624
1.349641224297183,103.82080118895632
28.641363314699714,-81.34284587246384
32.72616801422615,-97.32045105732271
